# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
4 73 116 ee0000
5 73 116 0000ff
6 73 116 ee0000
7 73 116 ee0000
8 73 116 cc0066
9 73 116 ee0000
10 73 116 ee0000
11 73 116 ee0000
12 73 116 ffcc66
13 73 116 ffcc66
0 74 116 ee0000
1 74 116 bbbbbb
2 74 116 bbbbbb
3 74 116 ee0000
4 74 116 ee0000
5 74 116 ee0000
6 74 116 ee0000
7 74 116 cc0066
8 74 116 cc0066
9 74 116 ee0000
10 74 116 ee0000
11 74 116 ee0000
12 74 116 ee0000
13 74 116 ffcc66
0 75 116 ee0000
1 75 116 ee0000
2 75 116 ee0000
3 75 116 ee0000
4 75 116 ee0000
5 75 116 ee0000
6 75 116 ee0000
7 75 116 cc0066
8 75 116 cc0066
9 75 116 ee0000
10 75 116 ee0000
11 75 116 cc0066
12 75 116 ee0000
13 75 116 ffcc66
0 76 116 ee0000
1 76 116 ee0000
2 76 116 ee0000
3 76 116 ee0000
4 76 116 ee0000
5 76 116 ee0000
6 76 116 ee0000
7 76 116 ee0000
8 76 116 ee0000
9 76 116 ee0000
10 76 116 ee0000
11 76 116 cc0066
12 76 116 ee0000
13 76 116 ffcc66
14 76 116 ffcc66
0 77 116 ee0000
1 77 116 ee0000
2 77 116 cc0066
3 77 116 ee0000
4 77 116 ee0000
5 77 116 ee0000
6 77 116 cc0066
7 77 116 cc0066
8 77 116 ee0000
9 77 116 ee0000
10 77 116 ee0000
11 77 116 cc0066
12 77 116 ee0000
13 77 116 ee0000
14 77 116 ffcc66
0 78 116 ee0000
1 78 116 ee0000
2 78 116 cc0066
3 78 116 cc0066
4 78 116 ee0000
5 78 116 ee0000
6 78 116 ee0000
7 78 116 ee0000
8 78 116 ee0000
9 78 116 ee0000
10 78 116 ee0000
11 78 116 ee0000
12 78 116 ee0000
13 78 116 ee0000
14 78 116 ffcc66
0 79 116 ee0000
1 79 116 ee0000
2 79 116 ee0000
3 79 116 ee0000
4 79 116 ee0000
5 79 116 ee0000
6 79 116 ee0000
7 79 116 ee0000
8 79 116 ee0000
9 79 116 ee0000
10 79 116 ee0000
11 79 116 ee0000
12 79 116 ee0000
13 79 116 ee0000
14 79 116 ffcc66
0 70 117 ffcc66
3 70 117 ffcc66
4 70 117 ffcc66
5 70 117 ffcc66
6 70 117 ffcc66
7 70 117 ffcc66
8 70 117 ffcc66
9 70 117 ffcc66
0 71 117 ffcc66
1 71 117 ffcc66
2 71 117 ffcc66
3 71 117 ffcc66
4 71 117 ee0000
5 71 117 ee0000
6 71 117 ee0000
7 71 117 ee0000
8 71 117 ffcc66
9 71 117 ffcc66
10 71 117 ffcc66
11 71 117 ffcc66
0 72 117 ee0000
1 72 117 bbbbbb
2 72 117 bbbbbb
3 72 117 ee0000
4 72 117 ee0000
5 72 117 33ff33
6 72 117 33ff33
7 72 117 ee0000
8 72 117 ee0000
9 72 117 ee0000
10 72 117 ffcc66
11 72 117 ffcc66
12 72 117 ffcc66
0 73 117 ee0000
1 73 117 bbbbbb
2 73 117 bbbbbb
3 73 117 ee0000
4 73 117 ee0000
5 73 117 33ff33
6 73 117 33ff33
7 73 117 ee0000
8 73 117 ee0000
9 73 117 ee0000
10 73 117 ee0000
11 73 117 ee0000
12 73 117 ffcc66
13 73 117 ffcc66
0 74 117 ee0000
1 74 117 bbbbbb
2 74 117 bbbbbb
3 74 117 ee0000
4 74 117 cc0066
5 74 117 cc0066
6 74 117 cc0066
7 74 117 cc0066
8 74 117 ee0000
9 74 117 ee0000
10 74 117 cc0066
11 74 117 ee0000
12 74 117 ffcc66
13 74 117 ffcc66
0 75 117 ee0000
1 75 117 ee0000
2 75 117 ee0000
3 75 117 ee0000
4 75 117 cc0066
5 75 117 cc0066
6 75 117 cc0066
7 75 117 cc0066
8 75 117 ee0000
9 75 117 ee0000
10 75 117 cc0066
11 75 117 cc0066
12 75 117 ee0000
13 75 117 ffcc66
0 76 117 ee0000
1 76 117 ee0000
2 76 117 ee0000
3 76 117 ee0000
4 76 117 ee0000
5 76 117 ee0000
6 76 117 ee0000
7 76 117 ee0000
8 76 117 ee0000
9 76 117 ee0000
10 76 117 ee0000
11 76 117 cc0066
12 76 117 ee0000
13 76 117 ffcc66
14 76 117 ffcc66
0 77 117 ee0000
1 77 117 ee0000
2 77 117 ee0000
3 77 117 ee0000
4 77 117 ee0000
5 77 117 ee0000
6 77 117 cc0066
7 77 117 cc0066
8 77 117 ee0000
9 77 117 ee0000
10 77 117 ee0000
11 77 117 ee0000
12 77 117 ee0000
13 77 117 ffcc66
14 77 117 ffcc66
0 78 117 ee0000
1 78 117 cc0066
2 78 117 cc0066
3 78 117 ee0000
4 78 117 ee0000
5 78 117 ee0000
6 78 117 ee0000
7 78 117 ee0000
8 78 117 ee0000
9 78 117 ee0000
10 78 117 ee0000
11 78 117 ff6633
12 78 117 ee0000
13 78 117 ffcc66
14 78 117 ffcc66
0 79 117 cc0066
1 79 117 cc0066
2 79 117 cc0066
3 79 117 ee0000
4 79 117 ee0000
5 79 117 ee0000
6 79 117 ee0000
7 79 117 ee0000
8 79 117 ee0000
9 79 117 ee0000
10 79 117 ee0000
11 79 117 ff6633
12 79 117 ee0000
13 79 117 ee0000
14 79 117 ffcc66
0 70 118 ffcc66
1 70 118 ffcc66
2 70 118 ffcc66
3 70 118 ffcc66
4 70 118 ffcc66
5 70 118 ffcc66
6 70 118 ffcc66
7 70 118 ffcc66
8 70 118 ffcc66
0 71 118 ffcc66
1 71 118 ffcc66
2 71 118 ffcc66
3 71 118 ffcc66
4 71 118 ee0000
5 71 118 33ff33
6 71 118 33ff33
7 71 118 ffcc66
8 71 118 ffcc66
9 71 118 ffcc66
10 71 118 ffcc66
0 72 118 bbbbbb
1 72 118 bbbbbb
2 72 118 bbbbbb
3 72 118 bbbbbb
4 72 118 33ff33
5 72 118 33ff33
6 72 118 33ff33
7 72 118 33ff33
8 72 118 ee0000
9 72 118 ee0000
10 72 118 ffcc66
11 72 118 ffcc66
12 72 118 ffcc66
0 73 118 ee0000
1 73 118 bbbbbb
2 73 118 bbbbbb
3 73 118 ee0000
4 73 118 33ff33
5 73 118 33ff33
6 73 118 33ff33
7 73 118 33ff33
8 73 118 ee0000
9 73 118 cc0066
10 73 118 ee0000
11 73 118 ffcc66
12 73 118 ffcc66
0 74 118 ee0000
1 74 118 ee0000
2 74 118 ee0000
3 74 118 ee0000
4 74 118 cc0066
5 74 118 33ff33
6 74 118 33ff33
7 74 118 ee0000
8 74 118 ee0000
9 74 118 cc0066
10 74 118 cc0066
11 74 118 ee0000
12 74 118 ffcc66
13 74 118 ffcc66
0 75 118 ee0000
1 75 118 ee0000
2 75 118 ee0000
3 75 118 ee0000
4 75 118 cc0066
5 75 118 ee0000
6 75 118 ee0000
7 75 118 ee0000
8 75 118 ee0000
9 75 118 ee0000
10 75 118 cc0066
11 75 118 ee0000
12 75 118 ffcc66
13 75 118 ffcc66
0 76 118 ee0000
1 76 118 ee0000
2 76 118 ee0000
3 76 118 ee0000
4 76 118 ee0000
5 76 118 cc0066
6 76 118 cc0066
7 76 118 cc0066
8 76 118 ee0000
9 76 118 ee0000
10 76 118 ee0000
11 76 118 ee0000
12 76 118 ee0000
13 76 118 ffcc66
0 77 118 ee0000
1 77 118 ee0000
2 77 118 ee0000
3 77 118 ee0000
4 77 118 ee0000
5 77 118 ee0000
6 77 118 cc0066
7 77 118 cc0066
8 77 118 ee0000
9 77 118 ee0000
10 77 118 ee0000
11 77 118 ee0000
12 77 118 ee0000
13 77 118 ffcc66
0 78 118 ee0000
1 78 118 ee0000
2 78 118 ee0000
3 78 118 ee0000
4 78 118 ee0000
5 78 118 ee0000
6 78 118 ee0000
7 78 118 ee0000
8 78 118 ee0000
9 78 118 ee0000
10 78 118 ff6633
11 78 118 ff6633
12 78 118 ee0000
13 78 118 ffcc66
14 78 118 ffcc66
0 79 118 ee0000
1 79 118 ee0000
2 79 118 ee0000
3 79 118 ee0000
4 79 118 ee0000
5 79 118 ee0000
6 79 118 ee0000
7 79 118 ee0000
8 79 118 ee0000
9 79 118 ee0000
10 79 118 ff6633
11 79 118 ff6633
12 79 118 ee0000
13 79 118 ffcc66
14 79 118 ffcc66
0 70 119 ffcc66
1 70 119 ffcc66
2 70 119 ffcc66
3 70 119 ffcc66
4 70 119 ffcc66
5 70 119 ffcc66
6 70 119 ffcc66
7 70 119 ffcc66
0 71 119 ee0000
1 71 119 ffcc66
2 71 119 ffcc66
3 71 119 ee0000
4 71 119 ee0000
5 71 119 33ff33
6 71 119 33ff33
7 71 119 ffcc66
8 71 119 ffcc66
9 71 119 ffcc66
10 71 119 ffcc66
0 72 119 ee0000
1 72 119 bbbbbb
2 72 119 bbbbbb
3 72 119 ee0000
4 72 119 33ff33
5 72 119 33ff33
6 72 119 33ff33
7 72 119 33ff33
8 72 119 ee0000
9 72 119 ee0000
10 72 119 ffcc66
11 72 119 ffcc66
0 73 119 ee0000
1 73 119 bbbbbb
2 73 119 bbbbbb
3 73 119 ee0000
4 73 119 33ff33
5 73 119 33ff33
6 73 119 33ff33
7 73 119 33ff33
8 73 119 cc0066
9 73 119 cc0066
10 73 119 ee0000
11 73 119 ffcc66
12 73 119 ffcc66
0 74 119 ee0000
1 74 119 ee0000
2 74 119 ee0000
3 74 119 ee0000
4 74 119 cc0066
5 74 119 33ff33
6 74 119 33ff33
7 74 119 ee0000
8 74 119 ee0000
9 74 119 cc0066
10 74 119 cc0066
11 74 119 ee0000
12 74 119 ffcc66
0 75 119 ee0000
1 75 119 ee0000
2 75 119 ee0000
3 75 119 ee0000
4 75 119 cc0066
5 75 119 ee0000
6 75 119 ee0000
7 75 119 ee0000
8 75 119 ee0000
9 75 119 ee0000
10 75 119 ee0000
11 75 119 ee0000
12 75 119 ffcc66
13 75 119 ffcc66
0 76 119 ee0000
1 76 119 ee0000
2 76 119 ee0000
3 76 119 ee0000
4 76 119 ee0000
5 76 119 cc0066
6 76 119 cc0066
7 76 119 ee0000
8 76 119 ee0000
9 76 119 ee0000
10 76 119 ee0000
11 76 119 ee0000
12 76 119 ee0000
13 76 119 ffcc66
0 77 119 ee0000
1 77 119 ee0000
2 77 119 ee0000
3 77 119 ee0000
4 77 119 cc0066
5 77 119 ee0000
6 77 119 ee0000
7 77 119 ee0000
8 77 119 ee0000
9 77 119 ff6633
10 77 119 ff6633
11 77 119 ff6633
12 77 119 ee0000
13 77 119 ffcc66
0 78 119 ee0000
1 78 119 ee0000
2 78 119 ee0000
3 78 119 ee0000
4 78 119 ee0000
5 78 119 ee0000
6 78 119 ee0000
7 78 119 ee0000
8 78 119 ee0000
9 78 119 ff6633
10 78 119 ff6633
11 78 119 ff6633
12 78 119 ee0000
13 78 119 ffcc66
0 79 119 ee0000
1 79 119 ee0000
2 79 119 ee0000
3 79 119 ee0000
4 79 119 ee0000
5 79 119 ee0000
6 79 119 ee0000
7 79 119 ee0000
8 79 119 ee0000
9 79 119 cc0066
10 79 119 ff6633
11 79 119 ee0000
12 79 119 bbbbbb
13 79 119 ffcc66
14 79 119 ffcc66
0 70 120 ffcc66
1 70 120 ffcc66
2 70 120 ffcc66
3 70 120 ffcc66
4 70 120 ffcc66
5 70 120 ffcc66
6 70 120 ffcc66
7 70 120 ffcc66
0 71 120 bbbbbb
1 71 120 bbbbbb
2 71 120 bbbbbb
3 71 120 bbbbbb
4 71 120 ee0000
5 71 120 33ff33
6 71 120 33ff33
7 71 120 ffcc66
8 71 120 ffcc66
9 71 120 ffcc66
10 71 120 ffcc66
0 72 120 ee0000
1 72 120 bbbbbb
2 72 120 bbbbbb
3 72 120 ee0000
4 72 120 33ff33
5 72 120 33ff33
6 72 120 33ff33
7 72 120 33ff33
8 72 120 ee0000
9 72 120 ee0000
10 72 120 ffcc66
11 72 120 ffcc66
0 73 120 ee0000
1 73 120 ee0000
2 73 120 ee0000
3 73 120 ee0000
4 73 120 33ff33
5 73 120 33ff33
6 73 120 33ff33
7 73 120 33ff33
8 73 120 cc0066
9 73 120 cc0066
10 73 120 ee0000
11 73 120 ffcc66
12 73 120 ffcc66
0 74 120 ee0000
1 74 120 ee0000
2 74 120 ee0000
3 74 120 ee0000
4 74 120 cc0066
5 74 120 33ff33
6 74 120 33ff33
7 74 120 ee0000
8 74 120 ee0000
9 74 120 ee0000
10 74 120 ee0000
11 74 120 ee0000
12 74 120 ffcc66
0 75 120 ee0000
1 75 120 ee0000
2 75 120 ee0000
3 75 120 ee0000
4 75 120 cc0066
5 75 120 ee0000
6 75 120 ee0000
7 75 120 ee0000
8 75 120 ee0000
9 75 120 ee0000
10 75 120 ee0000
11 75 120 ee0000
12 75 120 ffcc66
13 75 120 ffcc66
0 76 120 ee0000
1 76 120 ee0000
2 76 120 ee0000
3 76 120 cc0066
4 76 120 ee0000
5 76 120 cc0066
6 76 120 ee0000
7 76 120 ee0000
8 76 120 ee0000
9 76 120 ff6633
10 76 120 ff6633
11 76 120 ee0000
12 76 120 ee0000
13 76 120 ffcc66
0 77 120 ee0000
1 77 120 ee0000
2 77 120 ee0000
3 77 120 cc0066
4 77 120 cc0066
5 77 120 ee0000
6 77 120 ee0000
7 77 120 ee0000
8 77 120 ee0000
9 77 120 ff6633
10 77 120 ff6633
11 77 120 ee0000
12 77 120 bbbbbb
13 77 120 ffcc66
0 78 120 ee0000
1 78 120 ee0000
2 78 120 ee0000
3 78 120 ee0000
4 78 120 ee0000
5 78 120 ee0000
6 78 120 ee0000
7 78 120 ee0000
8 78 120 ee0000
9 78 120 ff6633
10 78 120 ff6633
11 78 120 ee0000
12 78 120 bbbbbb
13 78 120 ffcc66
0 79 120 ee0000
1 79 120 ee0000
2 79 120 ee0000
3 79 120 ee0000
4 79 120 ee0000
5 79 120 ee0000
6 79 120 ee0000
7 79 120 ee0000
8 79 120 ee0000
9 79 120 cc0066
10 79 120 cc0066
11 79 120 ee0000
12 79 120 bbbbbb
13 79 120 ffcc66
0 70 121 ffcc66
1 70 121 ffcc66
2 70 121 ffcc66
3 70 121 ffcc66
4 70 121 ffcc66
5 70 121 ffcc66
6 70 121 ffcc66
7 70 121 ffcc66
8 70 121 ffcc66
0 71 121 ee0000
1 71 121 bbbbbb
2 71 121 bbbbbb
3 71 121 ee0000
4 71 121 ee0000
5 71 121 ee0000
6 71 121 ee0000
7 71 121 ffcc66
8 71 121 ffcc66
9 71 121 ffcc66
10 71 121 ffcc66
0 72 121 ee0000
1 72 121 bbbbbb
2 72 121 bbbbbb
3 72 121 ee0000
4 72 121 ee0000
5 72 121 33ff33
6 72 121 33ff33
7 72 121 ee0000
8 72 121 ee0000
9 72 121 ee0000
10 72 121 ffcc66
11 72 121 ffcc66
0 73 121 ee0000
1 73 121 ee0000
2 73 121 ee0000
3 73 121 ee0000
4 73 121 cc0066
5 73 121 33ff33
6 73 121 ee0000
7 73 121 cc0066
8 73 121 cc0066
9 73 121 ee0000
10 73 121 ee0000
11 73 121 ffcc66
12 73 121 ffcc66
0 74 121 ee0000
1 74 121 ee0000
2 74 121 ee0000
3 74 121 ee0000
4 74 121 cc0066
5 74 121 ee0000
6 74 121 ee0000
7 74 121 ee0000
8 74 121 ee0000
9 74 121 ee0000
10 74 121 ee0000
11 74 121 ee0000
12 74 121 ffcc66
0 75 121 ee0000
1 75 121 ee0000
2 75 121 ee0000
3 75 121 ee0000
4 75 121 cc0066
5 75 121 ee0000
6 75 121 ee0000
7 75 121 ee0000
8 75 121 ee0000
9 75 121 ff6633
10 75 121 ee0000
11 75 121 bbbbbb
12 75 121 ffcc66
13 75 121 ffcc66
0 76 121 ee0000
1 76 121 ee0000
2 76 121 cc0066
3 76 121 cc0066
4 76 121 ee0000
5 76 121 ee0000
6 76 121 ee0000
7 76 121 ee0000
8 76 121 ee0000
9 76 121 ff6633
10 76 121 ff6633
11 76 121 ee0000
12 76 121 bbbbbb
13 76 121 ffcc66
0 77 121 ee0000
1 77 121 ee0000
2 77 121 ee0000
3 77 121 cc0066
4 77 121 cc0066
5 77 121 ee0000
6 77 121 ee0000
7 77 121 ee0000
8 77 121 ee0000
9 77 121 ff6633
10 77 121 ff6633
11 77 121 ee0000
12 77 121 bbbbbb
13 77 121 ffcc66
0 78 121 ee0000
1 78 121 ee0000
2 78 121 ee0000
3 78 121 ee0000
4 78 121 ee0000
5 78 121 ee0000
6 78 121 ee0000
7 78 121 ee0000
8 78 121 ee0000
9 78 121 cc0066
10 78 121 cc0066
11 78 121 ee0000
12 78 121 bbbbbb
13 78 121 ffcc66
0 79 121 ee0000
1 79 121 ee0000
2 79 121 ee0000
3 79 121 ee0000
4 79 121 ee0000
5 79 121 ee0000
6 79 121 ee0000
7 79 121 ee0000
8 79 121 ee0000
9 79 121 cc0066
10 79 121 cc0066
11 79 121 ee0000
12 79 121 ee0000
13 79 121 ffcc66
0 70 122 ffcc66
1 70 122 ffcc66
2 70 122 ffcc66
3 70 122 ffcc66
4 70 122 ffcc66
5 70 122 ffcc66
6 70 122 ffcc66
7 70 122 ffcc66
8 70 122 ffcc66
0 71 122 bbbbbb
1 71 122 bbbbbb
2 71 122 bbbbbb
3 71 122 bbbbbb
4 71 122 ee0000
5 71 122 ee0000
6 71 122 ee0000
7 71 122 ee0000
8 71 122 ffcc66
9 71 122 ffcc66
10 71 122 ffcc66
0 72 122 ee0000
1 72 122 bbbbbb
2 72 122 bbbbbb
3 72 122 ee0000
4 72 122 cc0066
5 72 122 ee0000
6 72 122 ee0000
7 72 122 cc0066
8 72 122 ee0000
9 72 122 ee0000
10 72 122 ffcc66
11 72 122 ffcc66
0 73 122 ee0000
1 73 122 ee0000
2 73 122 ee0000
3 73 122 ee0000
4 73 122 cc0066
5 73 122 ee0000
6 73 122 ee0000
7 73 122 cc0066
8 73 122 cc0066
9 73 122 ee0000
10 73 122 bbbbbb
11 73 122 ffcc66
12 73 122 ffcc66
0 74 122 cc0066
1 74 122 cc0066
2 74 122 ee0000
3 74 122 ee0000
4 74 122 ee0000
5 74 122 ee0000
6 74 122 ee0000
7 74 122 ee0000
8 74 122 ee0000
9 74 122 ff6633
10 74 122 ee0000
11 74 122 bbbbbb
12 74 122 ffcc66
0 75 122 ee0000
1 75 122 ee0000
2 75 122 ee0000
3 75 122 ee0000
4 75 122 ee0000
5 75 122 ee0000
6 75 122 cc0066
7 75 122 cc0066
8 75 122 ee0000
9 75 122 ff6633
10 75 122 ee0000
11 75 122 bbbbbb
12 75 122 ffcc66
13 75 122 ffcc66
0 76 122 ee0000
1 76 122 cc0066
2 76 122 cc0066
3 76 122 cc0066
4 76 122 ee0000
5 76 122 ee0000
6 76 122 ee0000
7 76 122 ee0000
8 76 122 ee0000
9 76 122 ff6633
10 76 122 ee0000
11 76 122 bbbbbb
12 76 122 bbbbbb
13 76 122 ffcc66
0 77 122 ee0000
1 77 122 ee0000
2 77 122 ee0000
3 77 122 ee0000
4 77 122 ee0000
5 77 122 ee0000
6 77 122 ee0000
7 77 122 ee0000
8 77 122 ee0000
9 77 122 cc0066
10 77 122 ff6633
11 77 122 ee0000
12 77 122 bbbbbb
13 77 122 ffcc66
0 78 122 ee0000
1 78 122 ee0000
2 78 122 ee0000
3 78 122 ee0000
4 78 122 ee0000
5 78 122 ee0000
6 78 122 ee0000
7 78 122 ee0000
8 78 122 ee0000
9 78 122 ee0000
10 78 122 cc0066
11 78 122 ee0000
12 78 122 ee0000
13 78 122 ffcc66
0 79 122 ee0000
1 79 122 ee0000
2 79 122 ee0000
3 79 122 ee0000
4 79 122 ee0000
5 79 122 ee0000
6 79 122 ee0000
7 79 122 ee0000
8 79 122 ee0000
9 79 122 ee0000
10 79 122 ee0000
11 79 122 ee0000
12 79 122 ee0000
13 79 122 ffcc66
0 69 123 ffcc66
1 69 123 ffcc66
2 69 123 ffcc66
3 69 123 ffcc66
4 69 123 ffcc66
5 69 123 ffcc66
0 70 123 ffcc66
1 70 123 ffcc66
2 70 123 ffcc66
3 70 123 ffcc66
4 70 123 ffcc66
5 70 123 ffcc66
6 70 123 ffcc66
7 70 123 ffcc66
8 70 123 ffcc66
9 70 123 ffcc66
0 71 123 ee0000
1 71 123 bbbbbb
2 71 123 bbbbbb
3 71 123 ee0000
4 71 123 ee0000
5 71 123 ee0000
6 71 123 ee0000
7 71 123 ee0000
8 71 123 ffcc66
9 71 123 ffcc66
10 71 123 ffcc66
0 72 123 ee0000
1 72 123 bbbbbb
2 72 123 bbbbbb
3 72 123 ee0000
4 72 123 cc0066
5 72 123 ee0000
6 72 123 ee0000
7 72 123 cc0066
8 72 123 ee0000
9 72 123 ee0000
10 72 123 ffcc66
11 72 123 ffcc66
0 73 123 ee0000
1 73 123 ee0000
2 73 123 ee0000
3 73 123 ee0000
4 73 123 cc0066
5 73 123 ee0000
6 73 123 ee0000
7 73 123 cc0066
8 73 123 cc0066
9 73 123 ee0000
10 73 123 bbbbbb
11 73 123 ffcc66
12 73 123 ffcc66
0 74 123 cc0066
1 74 123 cc0066
2 74 123 ee0000
3 74 123 ee0000
4 74 123 ee0000
5 74 123 ee0000
6 74 123 cc0066
7 74 123 ee0000
8 74 123 ee0000
9 74 123 ee0000
10 74 123 bbbbbb
11 74 123 bbbbbb
12 74 123 ffcc66
13 74 123 ffcc66
0 75 123 ee0000
1 75 123 ee0000
2 75 123 ee0000
3 75 123 ee0000
4 75 123 ee0000
5 75 123 ee0000
6 75 123 cc0066
7 75 123 cc0066
8 75 123 ee0000
9 75 123 ff6633
10 75 123 ee0000
11 75 123 ee0000
12 75 123 ffcc66
13 75 123 ffcc66
0 76 123 cc0066
1 76 123 cc0066
2 76 123 cc0066
3 76 123 ee0000
4 76 123 ee0000
5 76 123 cc0066
6 76 123 cc0066
7 76 123 ee0000
8 76 123 ee0000
9 76 123 ff6633
10 76 123 ff6633
11 76 123 ee0000
12 76 123 ee0000
13 76 123 ffcc66
0 77 123 ee0000
1 77 123 ee0000
2 77 123 ee0000
3 77 123 ee0000
4 77 123 ee0000
5 77 123 ee0000
6 77 123 ee0000
7 77 123 ee0000
8 77 123 ee0000
9 77 123 cc0066
10 77 123 cc0066
11 77 123 ee0000
12 77 123 ee0000
13 77 123 ffcc66
0 78 123 ee0000
1 78 123 ee0000
2 78 123 ee0000
3 78 123 ee0000
4 78 123 ee0000
5 78 123 ee0000
6 78 123 ee0000
7 78 123 ee0000
8 78 123 ee0000
9 78 123 ee0000
10 78 123 cc0066
11 78 123 ee0000
12 78 123 ee0000
13 78 123 ffcc66
0 79 123 ee0000
1 79 123 ee0000
2 79 123 ee0000
3 79 123 ee0000
4 79 123 ee0000
5 79 123 ee0000
6 79 123 ee0000
7 79 123 ee0000
8 79 123 ee0000
9 79 123 ee0000
10 79 123 ee0000
11 79 123 ee0000
12 79 123 bbbbbb
13 79 123 ffcc66
0 69 124 ffcc66
1 69 124 ffcc66
2 69 124 ffcc66
3 69 124 ffcc66
4 69 124 ffcc66
5 69 124 ffcc66
6 69 124 ffcc66
7 69 124 ffcc66
0 70 124 bbbbbb
1 70 124 bbbbbb
2 70 124 bbbbbb
3 70 124 bbbbbb
4 70 124 ee0000
5 70 124 ffcc66
6 70 124 ffcc66
7 70 124 ffcc66
8 70 124 ffcc66
9 70 124 ffcc66
10 70 124 ffcc66
0 71 124 ee0000
1 71 124 bbbbbb
2 71 124 bbbbbb
3 71 124 ee0000
4 71 124 ee0000
5 71 124 ee0000
6 71 124 ee0000
7 71 124 ee0000
8 71 124 ee0000
9 71 124 ffcc66
10 71 124 ffcc66
11 71 124 ffcc66
0 72 124 ee0000
1 72 124 ee0000
2 72 124 ee0000
3 72 124 ee0000
4 72 124 ee0000
5 72 124 ee0000
6 72 124 cc0066
7 72 124 cc0066
8 72 124 ee0000
9 72 124 bbbbbb
10 72 124 ffcc66
11 72 124 ffcc66
12 72 124 ffcc66
0 73 124 cc0066
1 73 124 cc0066
2 73 124 cc0066
3 73 124 cc0066
4 73 124 ee0000
5 73 124 ee0000
6 73 124 ee0000
7 73 124 ee0000
8 73 124 ee0000
9 73 124 ee0000
10 73 124 bbbbbb
11 73 124 ffcc66
12 73 124 ffcc66
0 74 124 ee0000
1 74 124 ee0000
2 74 124 ee0000
3 74 124 ee0000
4 74 124 ee0000
5 74 124 ee0000
6 74 124 ee0000
7 74 124 cc0066
8 74 124 cc0066
9 74 124 ff6633
10 74 124 ee0000
11 74 124 ee0000
12 74 124 ffcc66
13 74 124 ffcc66
0 75 124 ee0000
1 75 124 ee0000
2 75 124 ee0000
3 75 124 ee0000
4 75 124 ee0000
5 75 124 ee0000
6 75 124 ee0000
7 75 124 cc0066
8 75 124 cc0066
9 75 124 ff6633
10 75 124 ff6633
11 75 124 ee0000
12 75 124 ee0000
13 75 124 ffcc66
0 76 124 cc0066
1 76 124 cc0066
2 76 124 ee0000
3 76 124 ee0000
4 76 124 cc0066
5 76 124 cc0066
6 76 124 cc0066
7 76 124 ee0000
8 76 124 ee0000
9 76 124 cc0066
10 76 124 cc0066
11 76 124 ee0000
12 76 124 bbbbbb
13 76 124 ffcc66
0 77 124 ee0000
1 77 124 ee0000
2 77 124 ee0000
3 77 124 ee0000
4 77 124 ee0000
5 77 124 ee0000
6 77 124 ee0000
7 77 124 ee0000
8 77 124 ee0000
9 77 124 cc0066
10 77 124 cc0066
11 77 124 ee0000
12 77 124 bbbbbb
13 77 124 ffcc66
0 78 124 ee0000
1 78 124 ee0000
2 78 124 ee0000
3 78 124 ee0000
4 78 124 ee0000
5 78 124 ee0000
6 78 124 ee0000
7 78 124 ee0000
8 78 124 ee0000
9 78 124 ee0000
10 78 124 ee0000
11 78 124 ee0000
12 78 124 bbbbbb
13 78 124 ffcc66
0 79 124 ee0000
1 79 124 ee0000
2 79 124 ee0000
3 79 124 ee0000
4 79 124 ee0000
5 79 124 ee0000
6 79 124 ee0000
7 79 124 ee0000
8 79 124 009999
9 79 124 009999
10 79 124 009999
11 79 124 ee0000
12 79 124 bbbbbb
13 79 124 ffcc66
0 69 125 ffcc66
1 69 125 ffcc66
2 69 125 ffcc66
3 69 125 ffcc66
4 69 125 ffcc66
5 69 125 ffcc66
6 69 125 ffcc66
7 69 125 ffcc66
8 69 125 ffcc66
0 70 125 ee0000
1 70 125 bbbbbb
2 70 125 bbbbbb
3 70 125 ee0000
4 70 125 ee0000
5 70 125 ee0000
6 70 125 ee0000
7 70 125 ffcc66
8 70 125 ffcc66
9 70 125 ffcc66
10 70 125 ffcc66
0 71 125 ee0000
1 71 125 bbbbbb
2 71 125 bbbbbb
3 71 125 ee0000
4 71 125 ee0000
5 71 125 cc0066
6 71 125 cc0066
7 71 125 ee0000
8 71 125 ee0000
9 71 125 bbbbbb
10 71 125 ffcc66
11 71 125 ffcc66
0 72 125 ee0000
1 72 125 ee0000
2 72 125 ee0000
3 72 125 ee0000
4 72 125 ee0000
5 72 125 ee0000
6 72 125 cc0066
7 72 125 cc0066
8 72 125 ee0000
9 72 125 bbbbbb
10 72 125 bbbbbb
11 72 125 ffcc66
12 72 125 ffcc66
0 73 125 ee0000
1 73 125 ee0000
2 73 125 ee0000
3 73 125 ee0000
4 73 125 ee0000
5 73 125 ee0000
6 73 125 ee0000
7 73 125 ee0000
8 73 125 ff6633
9 73 125 ee0000
10 73 125 ee0000
11 73 125 ee0000
12 73 125 ffcc66
13 73 125 ffcc66
0 74 125 ee0000
1 74 125 ee0000
2 74 125 ee0000
3 74 125 ee0000
4 74 125 ee0000
5 74 125 ee0000
6 74 125 ee0000
7 74 125 cc0066
8 74 125 ff6633
9 74 125 ff6633
10 74 125 ee0000
11 74 125 ee0000
12 74 125 ffcc66
13 74 125 ffcc66
0 75 125 ee0000
1 75 125 ee0000
2 75 125 ee0000
3 75 125 ee0000
4 75 125 ee0000
5 75 125 ee0000
6 75 125 ee0000
7 75 125 cc0066
